date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,RobustaCoffee_N0,RobustaCoffee_N1,RobustaCoffee_N2,RobustaCoffee_N3,RobustaCoffee_N4,RobustaCoffee_N5,RobustaCoffee_N6
1992-03-24,O,1992-03-24 04:00:00,1992-03-24 12:30:00,1992-03-24 12:23:00,1992-03-24 12:25:00,4261,,,,,,,
1992-03-25,O,1992-03-25 04:00:00,1992-03-25 12:30:00,1992-03-25 12:23:00,1992-03-25 12:25:00,4260,,,,,,,
1992-03-26,O,1992-03-26 04:00:00,1992-03-26 12:30:00,1992-03-26 12:23:00,1992-03-26 12:25:00,4259,,,,,,,
1992-03-27,O,1992-03-27 04:00:00,1992-03-27 12:30:00,1992-03-27 12:23:00,1992-03-27 12:25:00,4258,,,,,,,
1992-03-30,O,1992-03-30 03:00:00,1992-03-30 11:30:00,1992-03-30 11:23:00,1992-03-30 11:25:00,4257,,,,,,,
1992-03-31,O,1992-03-31 03:00:00,1992-03-31 11:30:00,1992-03-31 11:23:00,1992-03-31 11:25:00,4256,,,,,,,
1992-04-01,O,1992-04-01 03:00:00,1992-04-01 11:30:00,1992-04-01 11:23:00,1992-04-01 11:25:00,4255,,,,,,,
1992-04-02,O,1992-04-02 03:00:00,1992-04-02 11:30:00,1992-04-02 11:23:00,1992-04-02 11:25:00,4254,,,,,,,
1992-04-03,O,1992-04-03 03:00:00,1992-04-03 11:30:00,1992-04-03 11:23:00,1992-04-03 11:25:00,4253,,,,,,,
1992-04-06,O,1992-04-06 04:00:00,1992-04-06 12:30:00,1992-04-06 12:23:00,1992-04-06 12:25:00,4252,,,,,,,
1992-04-07,O,1992-04-07 04:00:00,1992-04-07 12:30:00,1992-04-07 12:23:00,1992-04-07 12:25:00,4251,,,,,,,
1992-04-08,O,1992-04-08 04:00:00,1992-04-08 12:30:00,1992-04-08 12:23:00,1992-04-08 12:25:00,4250,,,,,,,
1992-04-09,O,1992-04-09 04:00:00,1992-04-09 12:30:00,1992-04-09 12:23:00,1992-04-09 12:25:00,4249,,,,,,,
1992-04-10,O,1992-04-10 04:00:00,1992-04-10 12:30:00,1992-04-10 12:23:00,1992-04-10 12:25:00,4248,,,,,,,
1992-04-13,O,1992-04-13 04:00:00,1992-04-13 12:30:00,1992-04-13 12:23:00,1992-04-13 12:25:00,4247,,,,,,,
1992-04-14,O,1992-04-14 04:00:00,1992-04-14 12:30:00,1992-04-14 12:23:00,1992-04-14 12:25:00,4246,,,,,,,
1992-04-15,O,1992-04-15 04:00:00,1992-04-15 12:30:00,1992-04-15 12:23:00,1992-04-15 12:25:00,4245,,,,,,,
1992-04-16,O,1992-04-16 04:00:00,1992-04-16 12:30:00,1992-04-16 12:23:00,1992-04-16 12:25:00,4244,,,,,,,
1992-04-17,X,,,,,,,,,,,,
1992-04-20,X,,,,,,,,,,,,
1992-04-21,O,1992-04-21 04:00:00,1992-04-21 12:30:00,1992-04-21 12:23:00,1992-04-21 12:25:00,4243,,,,,,,
1992-04-22,O,1992-04-22 04:00:00,1992-04-22 12:30:00,1992-04-22 12:23:00,1992-04-22 12:25:00,4242,,,,,,,
1992-04-23,O,1992-04-23 04:00:00,1992-04-23 12:30:00,1992-04-23 12:23:00,1992-04-23 12:25:00,4241,,,,,,,
1992-04-24,O,1992-04-24 04:00:00,1992-04-24 12:30:00,1992-04-24 12:23:00,1992-04-24 12:25:00,4240,,,,,,,
1992-04-27,O,1992-04-27 04:00:00,1992-04-27 12:30:00,1992-04-27 12:23:00,1992-04-27 12:25:00,4239,,,,,,,
1992-04-28,O,1992-04-28 04:00:00,1992-04-28 12:30:00,1992-04-28 12:23:00,1992-04-28 12:25:00,4238,,,,,,,
1992-04-29,O,1992-04-29 04:00:00,1992-04-29 12:30:00,1992-04-29 12:23:00,1992-04-29 12:25:00,4237,,,,,,,
1992-04-30,O,1992-04-30 04:00:00,1992-04-30 12:30:00,1992-04-30 12:23:00,1992-04-30 12:25:00,4236,,,,,,,
1992-05-01,O,1992-05-01 04:00:00,1992-05-01 12:30:00,1992-05-01 12:23:00,1992-05-01 12:25:00,4235,,,,,,,
1992-05-04,X,,,,,,,,,,,,
1992-05-05,O,1992-05-05 04:00:00,1992-05-05 12:30:00,1992-05-05 12:23:00,1992-05-05 12:25:00,4234,,,,,,,
1992-05-06,O,1992-05-06 04:00:00,1992-05-06 12:30:00,1992-05-06 12:23:00,1992-05-06 12:25:00,4233,,,,,,,
1992-05-07,O,1992-05-07 04:00:00,1992-05-07 12:30:00,1992-05-07 12:23:00,1992-05-07 12:25:00,4232,,,,,,,
1992-05-08,O,1992-05-08 04:00:00,1992-05-08 12:30:00,1992-05-08 12:23:00,1992-05-08 12:25:00,4231,,,,,,,
1992-05-11,O,1992-05-11 04:00:00,1992-05-11 12:30:00,1992-05-11 12:23:00,1992-05-11 12:25:00,4230,,,,,,,
1992-05-12,O,1992-05-12 04:00:00,1992-05-12 12:30:00,1992-05-12 12:23:00,1992-05-12 12:25:00,4229,,,,,,,
1992-05-13,O,1992-05-13 04:00:00,1992-05-13 12:30:00,1992-05-13 12:23:00,1992-05-13 12:25:00,4228,,,,,,,
1992-05-14,O,1992-05-14 04:00:00,1992-05-14 12:30:00,1992-05-14 12:23:00,1992-05-14 12:25:00,4227,,,,,,,
1992-05-15,O,1992-05-15 04:00:00,1992-05-15 12:30:00,1992-05-15 12:23:00,1992-05-15 12:25:00,4226,,,,,,,
1992-05-18,O,1992-05-18 04:00:00,1992-05-18 12:30:00,1992-05-18 12:23:00,1992-05-18 12:25:00,4225,,,,,,,
1992-05-19,O,1992-05-19 04:00:00,1992-05-19 12:30:00,1992-05-19 12:23:00,1992-05-19 12:25:00,4224,,,,,,,
1992-05-20,O,1992-05-20 04:00:00,1992-05-20 12:30:00,1992-05-20 12:23:00,1992-05-20 12:25:00,4223,,,,,,,
1992-05-21,O,1992-05-21 04:00:00,1992-05-21 12:30:00,1992-05-21 12:23:00,1992-05-21 12:25:00,4222,,,,,,,
1992-05-22,O,1992-05-22 04:00:00,1992-05-22 12:30:00,1992-05-22 12:23:00,1992-05-22 12:25:00,4221,,,,,,,
1992-05-25,X,,,,,,,,,,,,
1992-05-26,O,1992-05-26 04:00:00,1992-05-26 12:30:00,1992-05-26 12:23:00,1992-05-26 12:25:00,4220,,,,,,,
1992-05-27,O,1992-05-27 04:00:00,1992-05-27 12:30:00,1992-05-27 12:23:00,1992-05-27 12:25:00,4219,,,,,,,
1992-05-28,O,1992-05-28 04:00:00,1992-05-28 12:30:00,1992-05-28 12:23:00,1992-05-28 12:25:00,4218,,,,,,,
1992-05-29,O,1992-05-29 04:00:00,1992-05-29 12:30:00,1992-05-29 12:23:00,1992-05-29 12:25:00,4217,,,,,,,
1992-06-01,O,1992-06-01 04:00:00,1992-06-01 12:30:00,1992-06-01 12:23:00,1992-06-01 12:25:00,4216,,,,,,,
1992-06-02,O,1992-06-02 04:00:00,1992-06-02 12:30:00,1992-06-02 12:23:00,1992-06-02 12:25:00,4215,,,,,,,
1992-06-03,O,1992-06-03 04:00:00,1992-06-03 12:30:00,1992-06-03 12:23:00,1992-06-03 12:25:00,4214,,,,,,,
1992-06-04,O,1992-06-04 04:00:00,1992-06-04 12:30:00,1992-06-04 12:23:00,1992-06-04 12:25:00,4213,,,,,,,
1992-06-05,O,1992-06-05 04:00:00,1992-06-05 12:30:00,1992-06-05 12:23:00,1992-06-05 12:25:00,4212,,,,,,,
1992-06-08,O,1992-06-08 04:00:00,1992-06-08 12:30:00,1992-06-08 12:23:00,1992-06-08 12:25:00,4211,,,,,,,
1992-06-09,O,1992-06-09 04:00:00,1992-06-09 12:30:00,1992-06-09 12:23:00,1992-06-09 12:25:00,4210,,,,,,,
1992-06-10,O,1992-06-10 04:00:00,1992-06-10 12:30:00,1992-06-10 12:23:00,1992-06-10 12:25:00,4209,,,,,,,
1992-06-11,O,1992-06-11 04:00:00,1992-06-11 12:30:00,1992-06-11 12:23:00,1992-06-11 12:25:00,4208,,,,,,,
1992-06-12,O,1992-06-12 04:00:00,1992-06-12 12:30:00,1992-06-12 12:23:00,1992-06-12 12:25:00,4207,,,,,,,
1992-06-15,O,1992-06-15 04:00:00,1992-06-15 12:30:00,1992-06-15 12:23:00,1992-06-15 12:25:00,4206,,,,,,,
1992-06-16,O,1992-06-16 04:00:00,1992-06-16 12:30:00,1992-06-16 12:23:00,1992-06-16 12:25:00,4205,,,,,,,
1992-06-17,O,1992-06-17 04:00:00,1992-06-17 12:30:00,1992-06-17 12:23:00,1992-06-17 12:25:00,4204,,,,,,,
1992-06-18,O,1992-06-18 04:00:00,1992-06-18 12:30:00,1992-06-18 12:23:00,1992-06-18 12:25:00,4203,,,,,,,
1992-06-19,O,1992-06-19 04:00:00,1992-06-19 12:30:00,1992-06-19 12:23:00,1992-06-19 12:25:00,4202,,,,,,,
1992-06-22,O,1992-06-22 04:00:00,1992-06-22 12:30:00,1992-06-22 12:23:00,1992-06-22 12:25:00,4201,,,,,,,
1992-06-23,O,1992-06-23 04:00:00,1992-06-23 12:30:00,1992-06-23 12:23:00,1992-06-23 12:25:00,4200,,,,,,,
1992-06-24,O,1992-06-24 04:00:00,1992-06-24 12:30:00,1992-06-24 12:23:00,1992-06-24 12:25:00,4199,,,,,,,
1992-06-25,O,1992-06-25 04:00:00,1992-06-25 12:30:00,1992-06-25 12:23:00,1992-06-25 12:25:00,4198,,,,,,,
1992-06-26,O,1992-06-26 04:00:00,1992-06-26 12:30:00,1992-06-26 12:23:00,1992-06-26 12:25:00,4197,,,,,,,
1992-06-29,O,1992-06-29 04:00:00,1992-06-29 12:30:00,1992-06-29 12:23:00,1992-06-29 12:25:00,4196,,,,,,,
1992-06-30,O,1992-06-30 04:00:00,1992-06-30 12:30:00,1992-06-30 12:23:00,1992-06-30 12:25:00,4195,,,,,,,
1992-07-01,O,1992-07-01 04:00:00,1992-07-01 12:30:00,1992-07-01 12:23:00,1992-07-01 12:25:00,4194,,,,,,,
1992-07-02,O,1992-07-02 04:00:00,1992-07-02 12:30:00,1992-07-02 12:23:00,1992-07-02 12:25:00,4193,,,,,,,
1992-07-03,O,1992-07-03 04:00:00,1992-07-03 12:30:00,1992-07-03 12:23:00,1992-07-03 12:25:00,4192,,,,,,,
1992-07-06,O,1992-07-06 04:00:00,1992-07-06 12:30:00,1992-07-06 12:23:00,1992-07-06 12:25:00,4191,,,,,,,
1992-07-07,O,1992-07-07 04:00:00,1992-07-07 12:30:00,1992-07-07 12:23:00,1992-07-07 12:25:00,4190,,,,,,,
1992-07-08,O,1992-07-08 04:00:00,1992-07-08 12:30:00,1992-07-08 12:23:00,1992-07-08 12:25:00,4189,,,,,,,
1992-07-09,O,1992-07-09 04:00:00,1992-07-09 12:30:00,1992-07-09 12:23:00,1992-07-09 12:25:00,4188,,,,,,,
1992-07-10,O,1992-07-10 04:00:00,1992-07-10 12:30:00,1992-07-10 12:23:00,1992-07-10 12:25:00,4187,,,,,,,
1992-07-13,O,1992-07-13 04:00:00,1992-07-13 12:30:00,1992-07-13 12:23:00,1992-07-13 12:25:00,4186,,,,,,,
1992-07-14,O,1992-07-14 04:00:00,1992-07-14 12:30:00,1992-07-14 12:23:00,1992-07-14 12:25:00,4185,,,,,,,
1992-07-15,O,1992-07-15 04:00:00,1992-07-15 12:30:00,1992-07-15 12:23:00,1992-07-15 12:25:00,4184,,,,,,,
1992-07-16,O,1992-07-16 04:00:00,1992-07-16 12:30:00,1992-07-16 12:23:00,1992-07-16 12:25:00,4183,,,,,,,
1992-07-17,O,1992-07-17 04:00:00,1992-07-17 12:30:00,1992-07-17 12:23:00,1992-07-17 12:25:00,4182,,,,,,,
1992-07-20,O,1992-07-20 04:00:00,1992-07-20 12:30:00,1992-07-20 12:23:00,1992-07-20 12:25:00,4181,,,,,,,
1992-07-21,O,1992-07-21 04:00:00,1992-07-21 12:30:00,1992-07-21 12:23:00,1992-07-21 12:25:00,4180,,,,,,,
1992-07-22,O,1992-07-22 04:00:00,1992-07-22 12:30:00,1992-07-22 12:23:00,1992-07-22 12:25:00,4179,,,,,,,
1992-07-23,O,1992-07-23 04:00:00,1992-07-23 12:30:00,1992-07-23 12:23:00,1992-07-23 12:25:00,4178,,,,,,,
1992-07-24,O,1992-07-24 04:00:00,1992-07-24 12:30:00,1992-07-24 12:23:00,1992-07-24 12:25:00,4177,,,,,,,
1992-07-27,O,1992-07-27 04:00:00,1992-07-27 12:30:00,1992-07-27 12:23:00,1992-07-27 12:25:00,4176,,,,,,,
1992-07-28,O,1992-07-28 04:00:00,1992-07-28 12:30:00,1992-07-28 12:23:00,1992-07-28 12:25:00,4175,,,,,,,
1992-07-29,O,1992-07-29 04:00:00,1992-07-29 12:30:00,1992-07-29 12:23:00,1992-07-29 12:25:00,4174,,,,,,,
1992-07-30,O,1992-07-30 04:00:00,1992-07-30 12:30:00,1992-07-30 12:23:00,1992-07-30 12:25:00,4173,,,,,,,
1992-07-31,O,1992-07-31 04:00:00,1992-07-31 12:30:00,1992-07-31 12:23:00,1992-07-31 12:25:00,4172,,,,,,,
1992-08-03,O,1992-08-03 04:00:00,1992-08-03 12:30:00,1992-08-03 12:23:00,1992-08-03 12:25:00,4171,,,,,,,
1992-08-04,O,1992-08-04 04:00:00,1992-08-04 12:30:00,1992-08-04 12:23:00,1992-08-04 12:25:00,4170,,,,,,,
1992-08-05,O,1992-08-05 04:00:00,1992-08-05 12:30:00,1992-08-05 12:23:00,1992-08-05 12:25:00,4169,,,,,,,
1992-08-06,O,1992-08-06 04:00:00,1992-08-06 12:30:00,1992-08-06 12:23:00,1992-08-06 12:25:00,4168,,,,,,,
1992-08-07,O,1992-08-07 04:00:00,1992-08-07 12:30:00,1992-08-07 12:23:00,1992-08-07 12:25:00,4167,,,,,,,
1992-08-10,O,1992-08-10 04:00:00,1992-08-10 12:30:00,1992-08-10 12:23:00,1992-08-10 12:25:00,4166,,,,,,,
1992-08-11,O,1992-08-11 04:00:00,1992-08-11 12:30:00,1992-08-11 12:23:00,1992-08-11 12:25:00,4165,,,,,,,
1992-08-12,O,1992-08-12 04:00:00,1992-08-12 12:30:00,1992-08-12 12:23:00,1992-08-12 12:25:00,4164,,,,,,,
1992-08-13,O,1992-08-13 04:00:00,1992-08-13 12:30:00,1992-08-13 12:23:00,1992-08-13 12:25:00,4163,,,,,,,
1992-08-14,O,1992-08-14 04:00:00,1992-08-14 12:30:00,1992-08-14 12:23:00,1992-08-14 12:25:00,4162,,,,,,,
1992-08-17,O,1992-08-17 04:00:00,1992-08-17 12:30:00,1992-08-17 12:23:00,1992-08-17 12:25:00,4161,,,,,,,
1992-08-18,O,1992-08-18 04:00:00,1992-08-18 12:30:00,1992-08-18 12:23:00,1992-08-18 12:25:00,4160,,,,,,,
1992-08-19,O,1992-08-19 04:00:00,1992-08-19 12:30:00,1992-08-19 12:23:00,1992-08-19 12:25:00,4159,,,,,,,
1992-08-20,O,1992-08-20 04:00:00,1992-08-20 12:30:00,1992-08-20 12:23:00,1992-08-20 12:25:00,4158,,,,,,,
1992-08-21,O,1992-08-21 04:00:00,1992-08-21 12:30:00,1992-08-21 12:23:00,1992-08-21 12:25:00,4157,,,,,,,
1992-08-24,O,1992-08-24 04:00:00,1992-08-24 12:30:00,1992-08-24 12:23:00,1992-08-24 12:25:00,4156,,,,,,,
1992-08-25,O,1992-08-25 04:00:00,1992-08-25 12:30:00,1992-08-25 12:23:00,1992-08-25 12:25:00,4155,,,,,,,
1992-08-26,O,1992-08-26 04:00:00,1992-08-26 12:30:00,1992-08-26 12:23:00,1992-08-26 12:25:00,4154,,,,,,,
1992-08-27,O,1992-08-27 04:00:00,1992-08-27 12:30:00,1992-08-27 12:23:00,1992-08-27 12:25:00,4153,,,,,,,
1992-08-28,O,1992-08-28 04:00:00,1992-08-28 12:30:00,1992-08-28 12:23:00,1992-08-28 12:25:00,4152,,,,,,,
1992-08-31,X,,,,,,,,,,,,
1992-09-01,O,1992-09-01 04:00:00,1992-09-01 12:30:00,1992-09-01 12:23:00,1992-09-01 12:25:00,4151,,,,,,,
1992-09-02,O,1992-09-02 04:00:00,1992-09-02 12:30:00,1992-09-02 12:23:00,1992-09-02 12:25:00,4150,,,,,,,
1992-09-03,O,1992-09-03 04:00:00,1992-09-03 12:30:00,1992-09-03 12:23:00,1992-09-03 12:25:00,4149,,,,,,,
1992-09-04,O,1992-09-04 04:00:00,1992-09-04 12:30:00,1992-09-04 12:23:00,1992-09-04 12:25:00,4148,,,,,,,
1992-09-07,O,1992-09-07 04:00:00,1992-09-07 12:30:00,1992-09-07 12:23:00,1992-09-07 12:25:00,4147,,,,,,,
1992-09-08,O,1992-09-08 04:00:00,1992-09-08 12:30:00,1992-09-08 12:23:00,1992-09-08 12:25:00,4146,,,,,,,
1992-09-09,O,1992-09-09 04:00:00,1992-09-09 12:30:00,1992-09-09 12:23:00,1992-09-09 12:25:00,4145,,,,,,,
1992-09-10,O,1992-09-10 04:00:00,1992-09-10 12:30:00,1992-09-10 12:23:00,1992-09-10 12:25:00,4144,,,,,,,
1992-09-11,O,1992-09-11 04:00:00,1992-09-11 12:30:00,1992-09-11 12:23:00,1992-09-11 12:25:00,4143,,,,,,,
1992-09-14,O,1992-09-14 04:00:00,1992-09-14 12:30:00,1992-09-14 12:23:00,1992-09-14 12:25:00,4142,,,,,,,
1992-09-15,O,1992-09-15 04:00:00,1992-09-15 12:30:00,1992-09-15 12:23:00,1992-09-15 12:25:00,4141,,,,,,,
1992-09-16,O,1992-09-16 04:00:00,1992-09-16 12:30:00,1992-09-16 12:23:00,1992-09-16 12:25:00,4140,,,,,,,
1992-09-17,O,1992-09-17 04:00:00,1992-09-17 12:30:00,1992-09-17 12:23:00,1992-09-17 12:25:00,4139,,,,,,,
1992-09-18,O,1992-09-18 04:00:00,1992-09-18 12:30:00,1992-09-18 12:23:00,1992-09-18 12:25:00,4138,,,,,,,
1992-09-21,O,1992-09-21 04:00:00,1992-09-21 12:30:00,1992-09-21 12:23:00,1992-09-21 12:25:00,4137,,,,,,,
1992-09-22,O,1992-09-22 04:00:00,1992-09-22 12:30:00,1992-09-22 12:23:00,1992-09-22 12:25:00,4136,,,,,,,
1992-09-23,O,1992-09-23 04:00:00,1992-09-23 12:30:00,1992-09-23 12:23:00,1992-09-23 12:25:00,4135,,,,,,,
1992-09-24,O,1992-09-24 04:00:00,1992-09-24 12:30:00,1992-09-24 12:23:00,1992-09-24 12:25:00,4134,,,,,,,
1992-09-25,O,1992-09-25 04:00:00,1992-09-25 12:30:00,1992-09-25 12:23:00,1992-09-25 12:25:00,4133,,,,,,,
1992-09-28,O,1992-09-28 04:00:00,1992-09-28 12:30:00,1992-09-28 12:23:00,1992-09-28 12:25:00,4132,,,,,,,
1992-09-29,O,1992-09-29 04:00:00,1992-09-29 12:30:00,1992-09-29 12:23:00,1992-09-29 12:25:00,4131,,,,,,,
1992-09-30,O,1992-09-30 04:00:00,1992-09-30 12:30:00,1992-09-30 12:23:00,1992-09-30 12:25:00,4130,,,,,,,
1992-10-01,O,1992-10-01 04:00:00,1992-10-01 12:30:00,1992-10-01 12:23:00,1992-10-01 12:25:00,4129,,,,,,,
1992-10-02,O,1992-10-02 04:00:00,1992-10-02 12:30:00,1992-10-02 12:23:00,1992-10-02 12:25:00,4128,,,,,,,
1992-10-05,O,1992-10-05 04:00:00,1992-10-05 12:30:00,1992-10-05 12:23:00,1992-10-05 12:25:00,4127,,,,,,,
1992-10-06,O,1992-10-06 04:00:00,1992-10-06 12:30:00,1992-10-06 12:23:00,1992-10-06 12:25:00,4126,,,,,,,
1992-10-07,O,1992-10-07 04:00:00,1992-10-07 12:30:00,1992-10-07 12:23:00,1992-10-07 12:25:00,4125,,,,,,,
1992-10-08,O,1992-10-08 04:00:00,1992-10-08 12:30:00,1992-10-08 12:23:00,1992-10-08 12:25:00,4124,,,,,,,
1992-10-09,O,1992-10-09 04:00:00,1992-10-09 12:30:00,1992-10-09 12:23:00,1992-10-09 12:25:00,4123,,,,,,,
1992-10-12,O,1992-10-12 04:00:00,1992-10-12 12:30:00,1992-10-12 12:23:00,1992-10-12 12:25:00,4122,,,,,,,
1992-10-13,O,1992-10-13 04:00:00,1992-10-13 12:30:00,1992-10-13 12:23:00,1992-10-13 12:25:00,4121,,,,,,,
1992-10-14,O,1992-10-14 04:00:00,1992-10-14 12:30:00,1992-10-14 12:23:00,1992-10-14 12:25:00,4120,,,,,,,
1992-10-15,O,1992-10-15 04:00:00,1992-10-15 12:30:00,1992-10-15 12:23:00,1992-10-15 12:25:00,4119,,,,,,,
1992-10-16,O,1992-10-16 04:00:00,1992-10-16 12:30:00,1992-10-16 12:23:00,1992-10-16 12:25:00,4118,,,,,,,
1992-10-19,O,1992-10-19 04:00:00,1992-10-19 12:30:00,1992-10-19 12:23:00,1992-10-19 12:25:00,4117,,,,,,,
1992-10-20,O,1992-10-20 04:00:00,1992-10-20 12:30:00,1992-10-20 12:23:00,1992-10-20 12:25:00,4116,,,,,,,
1992-10-21,O,1992-10-21 04:00:00,1992-10-21 12:30:00,1992-10-21 12:23:00,1992-10-21 12:25:00,4115,,,,,,,
1992-10-22,O,1992-10-22 04:00:00,1992-10-22 12:30:00,1992-10-22 12:23:00,1992-10-22 12:25:00,4114,,,,,,,
1992-10-23,O,1992-10-23 04:00:00,1992-10-23 12:30:00,1992-10-23 12:23:00,1992-10-23 12:25:00,4113,,,,,,,
1992-10-26,O,1992-10-26 04:00:00,1992-10-26 12:30:00,1992-10-26 12:23:00,1992-10-26 12:25:00,4112,,,,,,,
1992-10-27,O,1992-10-27 04:00:00,1992-10-27 12:30:00,1992-10-27 12:23:00,1992-10-27 12:25:00,4111,,,,,,,
1992-10-28,O,1992-10-28 04:00:00,1992-10-28 12:30:00,1992-10-28 12:23:00,1992-10-28 12:25:00,4110,,,,,,,
1992-10-29,O,1992-10-29 04:00:00,1992-10-29 12:30:00,1992-10-29 12:23:00,1992-10-29 12:25:00,4109,,,,,,,
1992-10-30,O,1992-10-30 04:00:00,1992-10-30 12:30:00,1992-10-30 12:23:00,1992-10-30 12:25:00,4108,,,,,,,
1992-11-02,O,1992-11-02 04:00:00,1992-11-02 12:30:00,1992-11-02 12:23:00,1992-11-02 12:25:00,4107,,,,,,,
1992-11-03,O,1992-11-03 04:00:00,1992-11-03 12:30:00,1992-11-03 12:23:00,1992-11-03 12:25:00,4106,,,,,,,
1992-11-04,O,1992-11-04 04:00:00,1992-11-04 12:30:00,1992-11-04 12:23:00,1992-11-04 12:25:00,4105,,,,,,,
1992-11-05,O,1992-11-05 04:00:00,1992-11-05 12:30:00,1992-11-05 12:23:00,1992-11-05 12:25:00,4104,,,,,,,
1992-11-06,O,1992-11-06 04:00:00,1992-11-06 12:30:00,1992-11-06 12:23:00,1992-11-06 12:25:00,4103,,,,,,,
1992-11-09,O,1992-11-09 04:00:00,1992-11-09 12:30:00,1992-11-09 12:23:00,1992-11-09 12:25:00,4102,,,,,,,
1992-11-10,O,1992-11-10 04:00:00,1992-11-10 12:30:00,1992-11-10 12:23:00,1992-11-10 12:25:00,4101,,,,,,,
1992-11-11,O,1992-11-11 04:00:00,1992-11-11 12:30:00,1992-11-11 12:23:00,1992-11-11 12:25:00,4100,,,,,,,
1992-11-12,O,1992-11-12 04:00:00,1992-11-12 12:30:00,1992-11-12 12:23:00,1992-11-12 12:25:00,4099,,,,,,,
1992-11-13,O,1992-11-13 04:00:00,1992-11-13 12:30:00,1992-11-13 12:23:00,1992-11-13 12:25:00,4098,,,,,,,
1992-11-16,O,1992-11-16 04:00:00,1992-11-16 12:30:00,1992-11-16 12:23:00,1992-11-16 12:25:00,4097,,,,,,,
1992-11-17,O,1992-11-17 04:00:00,1992-11-17 12:30:00,1992-11-17 12:23:00,1992-11-17 12:25:00,4096,,,,,,,
1992-11-18,O,1992-11-18 04:00:00,1992-11-18 12:30:00,1992-11-18 12:23:00,1992-11-18 12:25:00,4095,,,,,,,
1992-11-19,O,1992-11-19 04:00:00,1992-11-19 12:30:00,1992-11-19 12:23:00,1992-11-19 12:25:00,4094,,,,,,,
1992-11-20,O,1992-11-20 04:00:00,1992-11-20 12:30:00,1992-11-20 12:23:00,1992-11-20 12:25:00,4093,,,,,,,
1992-11-23,O,1992-11-23 04:00:00,1992-11-23 12:30:00,1992-11-23 12:23:00,1992-11-23 12:25:00,4092,,,,,,,
1992-11-24,O,1992-11-24 04:00:00,1992-11-24 12:30:00,1992-11-24 12:23:00,1992-11-24 12:25:00,4091,,,,,,,
1992-11-25,O,1992-11-25 04:00:00,1992-11-25 12:30:00,1992-11-25 12:23:00,1992-11-25 12:25:00,4090,,,,,,,
1992-11-26,O,1992-11-26 04:00:00,1992-11-26 12:30:00,1992-11-26 12:23:00,1992-11-26 12:25:00,4089,,,,,,,
1992-11-27,O,1992-11-27 04:00:00,1992-11-27 12:30:00,1992-11-27 12:23:00,1992-11-27 12:25:00,4088,,,,,,,
1992-11-30,O,1992-11-30 04:00:00,1992-11-30 12:30:00,1992-11-30 12:23:00,1992-11-30 12:25:00,4087,,,,,,,
1992-12-01,O,1992-12-01 04:00:00,1992-12-01 12:30:00,1992-12-01 12:23:00,1992-12-01 12:25:00,4086,,,,,,,
1992-12-02,O,1992-12-02 04:00:00,1992-12-02 12:30:00,1992-12-02 12:23:00,1992-12-02 12:25:00,4085,,,,,,,
1992-12-03,O,1992-12-03 04:00:00,1992-12-03 12:30:00,1992-12-03 12:23:00,1992-12-03 12:25:00,4084,,,,,,,
1992-12-04,O,1992-12-04 04:00:00,1992-12-04 12:30:00,1992-12-04 12:23:00,1992-12-04 12:25:00,4083,,,,,,,
1992-12-07,O,1992-12-07 04:00:00,1992-12-07 12:30:00,1992-12-07 12:23:00,1992-12-07 12:25:00,4082,,,,,,,
1992-12-08,O,1992-12-08 04:00:00,1992-12-08 12:30:00,1992-12-08 12:23:00,1992-12-08 12:25:00,4081,,,,,,,
1992-12-09,O,1992-12-09 04:00:00,1992-12-09 12:30:00,1992-12-09 12:23:00,1992-12-09 12:25:00,4080,,,,,,,
1992-12-10,O,1992-12-10 04:00:00,1992-12-10 12:30:00,1992-12-10 12:23:00,1992-12-10 12:25:00,4079,,,,,,,
1992-12-11,O,1992-12-11 04:00:00,1992-12-11 12:30:00,1992-12-11 12:23:00,1992-12-11 12:25:00,4078,,,,,,,
1992-12-14,O,1992-12-14 04:00:00,1992-12-14 12:30:00,1992-12-14 12:23:00,1992-12-14 12:25:00,4077,,,,,,,
1992-12-15,O,1992-12-15 04:00:00,1992-12-15 12:30:00,1992-12-15 12:23:00,1992-12-15 12:25:00,4076,,,,,,,
1992-12-16,O,1992-12-16 04:00:00,1992-12-16 12:30:00,1992-12-16 12:23:00,1992-12-16 12:25:00,4075,,,,,,,
1992-12-17,O,1992-12-17 04:00:00,1992-12-17 12:30:00,1992-12-17 12:23:00,1992-12-17 12:25:00,4074,,,,,,,
1992-12-18,O,1992-12-18 04:00:00,1992-12-18 12:30:00,1992-12-18 12:23:00,1992-12-18 12:25:00,4073,,,,,,,
1992-12-21,O,1992-12-21 04:00:00,1992-12-21 12:30:00,1992-12-21 12:23:00,1992-12-21 12:25:00,4072,,,,,,,
1992-12-22,O,1992-12-22 04:00:00,1992-12-22 12:30:00,1992-12-22 12:23:00,1992-12-22 12:25:00,4071,,,,,,,
1992-12-23,O,1992-12-23 04:00:00,1992-12-23 12:30:00,1992-12-23 12:23:00,1992-12-23 12:25:00,4070,,,,,,,
1992-12-24,O,1992-12-24 04:00:00,1992-12-24 12:30:00,1992-12-24 12:23:00,1992-12-24 12:25:00,4069,,,,,,,
1992-12-25,X,,,,,,,,,,,,
1992-12-28,X,,,,,,,,,,,,
